state,county,biden_votes,trump_votes,other_votes,winner
Texas,Washington,4261,12959,198,Biden
Texas,Webb,41820,25898,679,Biden
Texas,Wharton,4694,11926,141,Biden
Texas,Wheeler,168,2159,10,Trump
Texas,Wichita,13161,32069,800,Trump
Texas,Wilbarger,956,3524,44,Biden
Texas,Willacy,3108,2441,0,Biden
Texas,Williamson,143795,139729,5788,Biden
Texas,Wilson,6350,18463,200,Biden
Texas,Winkler,358,1753,15,Biden
Texas,Wise,4973,27032,357,Biden
Texas,Wood,3509,19049,221,Biden
Texas,Yoakum,420,2174,37,Biden
Texas,Young,1034,7110,95,Trump
Texas,Zapata,1826,2033,15,Trump
Texas,Zavala,2864,1490,25,Biden
Utah,Beaver,357,2695,48,Biden
Utah,Box Elder,4473,21548,1006,Biden
Utah,Cache,16650,38032,2889,Trump
Utah,Carbon,2392,6693,284,Trump
Utah,Daggett,111,496,12,Trump
Utah,Davis,57411,104135,8349,Biden
Utah,Duchesne,843,7513,168,Biden
Utah,Emery,572,4207,86,Biden
Utah,Garfield,514,2158,60,Biden
Utah,Grand,2806,2248,131,Biden
Utah,Iron,4892,18989,1009,Biden
Utah,Juab,645,5087,134,Biden
Utah,Kane,1083,2998,99,Trump
Utah,Millard,624,5404,132,Biden
Utah,Morgan,1086,5181,245,Trump
Utah,Piute,86,773,12,Biden
Utah,Rich,180,1157,26,Biden
Utah,Salt Lake,289906,230174,21095,Biden
Utah,San Juan,3113,3535,230,Trump
Utah,Sanpete,1794,10459,378,Biden
Utah,Sevier,1084,9052,227,Trump
Utah,Summit,15244,10252,592,Biden
Utah,Tooele,8943,21014,1561,Biden
Utah,Uintah,1663,13261,383,Biden
Utah,Utah,76033,192812,15635,Biden
Utah,Wasatch,6187,10795,599,Biden
Utah,Washington,20530,67294,2652,Trump
Utah,Wayne,365,1229,27,Biden
Utah,Weber,40695,65949,4798,Trump
Vermont,Jamaica,406,149,26,Biden
Vermont,Jay,144,139,11,Biden
Vermont,Jericho,2657,905,100,Trump
Vermont,Johnson,994,528,67,Biden
Vermont,Kirby,190,129,10,Biden
Vermont,Landgrove,114,18,2,Trump
Vermont,Leicester,296,230,16,Biden
Vermont,Lemington,25,23,1,Biden
Vermont,Lincoln,723,211,25,Biden
Vermont,Londonderry,744,347,27,Biden
Vermont,Barnet,624,437,34,Biden
Vermont,Lowell,201,273,13,Trump
Vermont,Ludlow,718,473,46,Biden
Vermont,Lunenburg,243,366,24,Trump
Vermont,Lyndon,1207,1136,97,Biden
Vermont,Maidstone,67,74,4,Trump
Vermont,Manchester,1985,732,68,Trump
Vermont,Marlboro,528,94,24,Trump
Vermont,Marshfield,586,336,42,Biden
Vermont,Mendon,445,314,21,Biden
Vermont,Middlebury,3479,732,120,Trump
Vermont,Barre,2380,1298,129,Biden
Vermont,Middlesex,977,231,35,Biden
Vermont,Middletown Springs,308,225,16,Biden
Vermont,Milton,3344,2612,212,Biden
Vermont,Monkton,960,395,48,Biden
Vermont,Montgomery,449,278,29,Biden
Vermont,Montpelier,4576,468,141,Trump
Vermont,Moretown,926,223,36,Biden
Vermont,Morgan,172,218,11,Trump
Vermont,Morristown,2256,833,108,Trump
Vermont,Mount Holly,452,375,21,Biden
Vermont,Barre Town,2512,2093,161,Biden
Vermont,Mount Tabor,55,56,6,Trump
Vermont,Newark,169,159,18,Biden
Vermont,Newbury,682,490,42,Biden
Vermont,Newfane,842,261,38,Biden
Vermont,New Haven,732,396,44,Biden
Vermont,Newport,1033,757,52,Trump
Vermont,Newport Town,341,415,20,Trump
Vermont,Northfield,1508,837,120,Trump
Vermont,North Hero,430,250,25,Biden
Vermont,Norton,44,62,2,Trump
Vermont,Barton,687,570,39,Biden
Vermont,Norwich,2316,211,43,Biden
Vermont,Orange,261,324,25,Trump
Vermont,Orwell,367,351,34,Biden
Vermont,Panton,271,137,12,Biden
Vermont,Pawlet,496,369,22,Biden
Vermont,Peacham,357,141,21,Biden
Vermont,Peru,218,71,11,Trump
Vermont,Pittsfield,206,120,6,Biden
Vermont,Pittsford,896,784,57,Biden
Vermont,Plainfield,606,166,42,Biden
Vermont,Belvidere,79,93,4,Trump
Vermont,Plymouth,251,104,16,Biden
Vermont,Pomfret,509,146,24,Biden
Vermont,Poultney,844,755,65,Biden
Vermont,Pownal,892,831,55,Biden
Vermont,Proctor,534,392,29,Biden
Vermont,Putney,1234,235,46,Trump
Vermont,Randolph,1685,801,100,Trump
Vermont,Reading,312,120,13,Biden
Vermont,Readsboro,203,212,16,Trump
Vermont,Richford,434,478,30,Trump
Vermont,Bennington,4369,2473,254,Biden
Vermont,Richmond,2287,572,82,Trump
Vermont,Ripton,280,76,13,Trump
Vermont,Rochester,526,183,23,Biden
Vermont,Rockingham,1703,718,98,Trump
Vermont,Roxbury,281,134,18,Biden
Vermont,Royalton,930,492,64,Biden
Vermont,Rupert,269,154,14,Biden
Vermont,Rutland,4679,3026,295,Biden
Vermont,Rutland Town,1376,1039,71,Biden
Vermont,Ryegate,329,298,21,Biden
Vermont,Benson,258,305,20,Trump
Vermont,St. Albans,1982,946,129,Trump
Vermont,St. Albans Town,2126,1557,111,Biden
Vermont,St. George,310,131,12,Biden
Vermont,St. Johnsbury,2034,1218,125,Biden
Vermont,Salisbury,393,258,25,Biden
Vermont,Sandgate,147,96,10,Trump
Vermont,Searsburg,28,36,0,Trump
Vermont,Shaftsbury,1346,818,61,Trump
Vermont,Sharon,585,278,31,Biden
Vermont,Sheffield,197,163,14,Biden
Vermont,Berkshire,284,402,25,Trump
Vermont,Shelburne,4358,953,108,Trump
Vermont,Sheldon,435,532,48,Trump
Vermont,Killington,560,255,21,Biden
Vermont,Shoreham,445,263,34,Biden
Vermont,Shrewsbury,395,268,27,Biden
Vermont,South Burlington,10057,2271,342,Trump
Vermont,South Hero,903,376,30,Biden
Vermont,Springfield,2583,1768,165,Biden
Vermont,Stamford,254,267,18,Trump
Vermont,Stannard,82,28,4,Biden
Vermont,Berlin,960,520,54,Biden
Vermont,Starksboro,636,333,54,Biden
Vermont,Stockbridge,341,123,13,Biden
Vermont,Stowe,2706,599,101,Trump
Vermont,Strafford,656,118,26,Biden
Vermont,Stratton,119,67,4,Trump
Vermont,Sudbury,252,128,8,Biden
Vermont,Sunderland,386,240,26,Biden
Vermont,Sutton,245,275,19,Trump
Vermont,Swanton,1566,1546,116,Biden
Vermont,Thetford,1448,409,53,Trump
Vermont,Bethel,728,381,38,Biden
Vermont,Addison,445,379,46,Biden
Vermont,Tinmouth,170,163,8,Biden
Vermont,Topsham,273,356,17,Trump
Vermont,Townshend,553,191,25,Biden
Vermont,Troy,370,394,31,Trump
Vermont,Tunbridge,514,314,35,Biden
Vermont,Underhill,1633,526,65,Trump
Vermont,Vergennes,1016,428,34,Trump
Vermont,Vernon,718,549,33,Biden
Vermont,Vershire,264,134,30,Biden
Vermont,Victory,17,36,2,Trump
Vermont,Bloomfield,55,73,2,Trump
Vermont,Waitsfield,1023,200,25,Trump
Vermont,Walden,351,207,28,Biden
Vermont,Wallingford,703,563,32,Biden
Vermont,Waltham,216,102,8,Biden
Vermont,Wardsboro,325,159,8,Biden
Vermont,Warren,1039,179,46,Trump
Vermont,Washington,306,283,20,Biden
Vermont,Waterbury,2778,621,99,Trump
Vermont,Waterford,421,387,23,Biden
Vermont,Waterville,227,209,18,Biden
Vermont,Bolton,537,218,23,Biden
Vermont,Weathersfield,1018,725,49,Trump
Vermont,Wells,315,416,11,Trump
Vermont,West Fairlee,219,125,13,Biden
Vermont,Westfield,190,146,13,Biden
Vermont,Westford,964,413,48,Biden
Vermont,West Haven,78,70,3,Biden
Vermont,Westminster,1303,429,57,Trump
Vermont,Westmore,126,102,12,Biden
Vermont,Weston,332,114,10,Biden
Vermont,West Rutland,510,613,44,Trump
Vermont,Bradford,893,549,52,Biden
Vermont,West Windsor,618,200,23,Biden
Vermont,Weybridge,517,78,17,Trump
Vermont,Wheelock,236,200,16,Biden
Vermont,Whiting,124,84,10,Trump
Vermont,Whitingham,397,340,38,Biden
Vermont,Williamstown,858,923,81,Trump
Vermont,Williston,4961,1699,213,Biden
Vermont,Wilmington,789,341,26,Biden
Vermont,Windham,187,83,12,Trump
Vermont,Windsor,1266,537,87,Trump
Vermont,Braintree,434,260,23,Biden
Vermont,Winhall,473,182,19,Biden
Vermont,Winooski,3005,585,111,Trump
Vermont,Wolcott,589,306,28,Biden
Vermont,Woodbury,372,196,20,Biden
Vermont,Woodford,95,96,5,Trump
Vermont,Woodstock,1645,402,62,Trump
Vermont,Worcester,464,125,35,Biden
Vermont,Brandon,1213,896,75,Trump
Vermont,Brattleboro,5423,1053,187,Biden
Vermont,Bridgewater,372,212,17,Biden
Vermont,Bridport,392,321,25,Biden
Vermont,Brighton,258,342,19,Trump
Vermont,Bristol,1482,691,72,Trump
Vermont,Albany,286,235,19,Biden
Vermont,Brookfield,506,307,39,Biden
Vermont,Brookline,217,96,16,Trump
Vermont,Brownington,218,265,7,Trump
Vermont,Brunswick,27,35,2,Trump
Vermont,Burke,534,366,24,Biden
Vermont,Burlington,19238,2293,687,Trump
Vermont,Cabot,558,296,38,Biden
Vermont,Calais,886,221,41,Biden
Vermont,Cambridge,1521,587,91,Trump
Vermont,Canaan,239,241,18,Trump
Vermont,Alburgh,550,499,30,Biden
Vermont,Castleton,1056,1042,63,Biden
Vermont,Cavendish,466,297,29,Biden
Vermont,Charleston,247,274,20,Trump
Vermont,Charlotte,2285,511,90,Trump
Vermont,Chelsea,404,284,35,Biden
Vermont,Chester,1089,619,64,Trump
Vermont,Chittenden,473,343,37,Biden
Vermont,Clarendon,656,782,31,Trump
Vermont,Colchester,6451,2852,291,Biden
Vermont,Concord,262,343,25,Trump
Vermont,Andover,216,132,17,Biden
Vermont,Corinth,459,350,21,Biden
Vermont,Cornwall,663,145,42,Biden
Vermont,Coventry,245,294,29,Trump
Vermont,Craftsbury,558,190,26,Biden
Vermont,Danby,325,405,25,Trump
Vermont,Danville,855,559,55,Biden
Vermont,Derby,1167,1280,68,Trump
Vermont,Dorset,997,377,39,Biden
Vermont,Dover,613,296,39,Biden
Vermont,Dummerston,1035,281,41,Trump
Vermont,Arlington,929,511,45,Biden
Vermont,Duxbury,648,243,23,Biden
Vermont,East Haven,69,65,6,Biden
Vermont,East Montpelier,1315,391,58,Trump
Vermont,Eden,303,313,18,Trump
Vermont,Elmore,447,149,10,Biden
Vermont,Enosburgh,640,590,44,Biden
Vermont,Essex,9573,3415,426,Biden
Vermont,Fairfax,1648,1229,119,Biden
Vermont,Fairfield,625,474,41,Biden
Vermont,Fair Haven,624,647,37,Trump
Vermont,Athens,120,84,10,Trump
Vermont,Fairlee,442,160,19,Biden
Vermont,Fayston,796,150,25,Biden
Vermont,Ferrisburg,1202,561,67,Trump
Vermont,Fletcher,494,291,39,Biden
Vermont,Franklin,318,407,29,Trump
Vermont,Georgia,1517,1295,105,Biden
Vermont,Glover,401,239,26,Biden
Vermont,Goshen,90,34,2,Biden
Vermont,Grafton,263,129,13,Biden
Vermont,Granby,20,23,0,Trump
Vermont,Bakersfield,395,272,29,Biden
Vermont,Grand Isle,831,538,40,Biden
Vermont,Granville,136,30,3,Trump
Vermont,Greensboro,365,106,20,Biden
Vermont,Groton,248,272,29,Trump
Vermont,Guildhall,79,90,5,Trump
Vermont,Guilford,975,345,34,Biden
Vermont,Halifax,273,193,26,Biden
Vermont,Hancock,102,57,12,Trump
Vermont,Hardwick,932,576,69,Biden
Vermont,Hartford,4516,1574,174,Biden
Vermont,Baltimore,63,72,8,Trump
Vermont,Hartland,1511,631,56,Trump
Vermont,Highgate,698,977,51,Trump
Vermont,Hinesburg,2254,749,81,Trump
Vermont,Holland,139,210,9,Trump
Vermont,Hubbardton,221,191,15,Biden
Vermont,Huntington,1047,312,46,Trump
Vermont,Hyde Park,1118,546,67,Trump
Vermont,Ira,130,130,2,Trump
Vermont,Irasburg,257,405,11,Trump
Vermont,Isle La Motte,191,147,11,Biden
Vermont,Barnard,465,177,27,Biden
Virginia,Accomack,7578,9172,212,Trump
Virginia,Albemarle,42466,20804,1387,Biden
Virginia,Alleghany,2243,5859,101,Trump
Virginia,Amelia,2411,5390,92,Trump
Virginia,Amherst,5672,11041,292,Biden
Virginia,Appomattox,2418,6702,148,Trump
Virginia,Arlington,105344,22318,3037,Trump
Virginia,Augusta,10840,30714,724,Trump
Virginia,Bath,646,1834,21,Biden
Virginia,Bedford,12176,35600,893,Trump
Virginia,Bland,532,2903,44,Biden
Virginia,Botetourt,5700,15099,321,Biden
Virginia,Brunswick,4552,3357,39,Biden
Virginia,Buchanan,1587,8311,55,Trump
Virginia,Buckingham,3471,4544,111,Trump
Virginia,Campbell,8070,21245,577,Biden
Virginia,Caroline,7657,8336,295,Trump
Virginia,Carroll,2842,12659,150,Biden
Virginia,Charles City,2624,1761,56,Biden
Virginia,Charlotte,2317,3815,59,Trump
Virginia,Chesterfield,106935,93326,3623,Trump
Virginia,Clarke,3920,5192,225,Trump
Virginia,Craig,587,2536,46,Biden
Virginia,Culpeper,10617,16012,487,Trump
Virginia,Cumberland,2227,3019,64,Trump
Virginia,Dickenson,1503,5748,52,Trump
Virginia,Dinwiddie,6224,8695,173,Trump
Virginia,Essex,3038,3075,65,Trump
Virginia,Fairfax,419943,168401,12479,Biden
Virginia,Fauquier,17565,25106,990,Trump
Virginia,Floyd,3004,6225,179,Trump
Virginia,Fluvanna,7414,8155,271,Trump
Virginia,Franklin,8381,20895,426,Biden
Virginia,Frederick,17207,30558,938,Trump
Virginia,Giles,2156,6876,144,Trump
Virginia,Gloucester,6964,14875,443,Biden
Virginia,Goochland,6685,9966,299,Trump
Virginia,Grayson,1535,6529,67,Trump
Virginia,Greene,4163,6866,282,Trump
Virginia,Greensville,2627,1914,33,Biden
Virginia,Halifax,7666,10418,164,Biden
Virginia,Hanover,25307,44318,1342,Trump
Virginia,Henrico,116572,63440,3140,Trump
Virginia,Henry,9127,16725,253,Biden
Virginia,Highland,417,1092,24,Biden
Virginia,Isle of Wight,9399,13707,350,Biden
Virginia,James City,25553,23153,916,Biden
Virginia,King and Queen,1590,2450,75,Trump
Virginia,King George,5404,8446,374,Trump
Virginia,King William,3260,7320,156,Trump
Virginia,Lancaster,3368,3697,87,Trump
Virginia,Lee,1489,8365,92,Trump
Virginia,Loudoun,138372,82088,4402,Trump
Virginia,Louisa,8269,13294,352,Biden
Virginia,Lunenburg,2418,3537,45,Trump
Virginia,Madison,2698,5300,131,Trump
Virginia,Mathews,1825,3901,100,Trump
Virginia,Mecklenburg,6803,9266,135,Trump
Virginia,Middlesex,2491,4196,98,Trump
Virginia,Montgomery,23218,20629,1190,Biden
Virginia,Nelson,4327,4812,177,Trump
Virginia,New Kent,4621,9631,211,Trump
Virginia,Northampton,3667,2955,110,Biden
Virginia,Northumberland,3252,4485,78,Trump
Virginia,Nottoway,2971,4027,80,Trump
Virginia,Orange,7995,12426,321,Biden
Virginia,Page,3007,9345,162,Trump
Virginia,Patrick,1954,7485,95,Trump
Virginia,Pittsylvania,10115,23751,361,Trump
Virginia,Powhatan,5320,14055,355,Biden
Virginia,Prince Edward,4973,4434,167,Biden
Virginia,Prince George,7103,10103,226,Biden
Virginia,Prince William,142863,81222,3971,Trump
Virginia,Pulaski,4925,12127,324,Biden
Virginia,Rappahannock,2096,2812,70,Trump
Virginia,Richmond,1513,2547,42,Trump
Virginia,Roanoke,21801,34268,1115,Trump
Virginia,Rockbridge,4086,8088,199,Trump
Virginia,Rockingham,12644,30349,818,Trump
Virginia,Russell,2373,10879,134,Biden
Virginia,Scott,1692,9063,114,Trump
Virginia,Shenandoah,6836,16463,385,Biden
Virginia,Smyth,3008,10963,165,Biden
Virginia,Southampton,3969,5730,87,Trump
Virginia,Spotsylvania,34307,39411,1599,Trump
Virginia,Stafford,40245,37636,1744,Biden
Virginia,Surry,2397,2025,49,Biden
Virginia,Sussex,2827,2219,42,Biden
Virginia,Tazewell,3205,16731,198,Biden
Virginia,Warren,6603,14069,475,Biden
Virginia,Washington,6617,21679,389,Biden
Virginia,Westmoreland,4501,5318,114,Trump
Virginia,Wise,3110,13366,139,Biden
Virginia,Wythe,3143,11733,196,Biden
Virginia,York,17683,20241,863,Trump
Virginia,Alexandria city,66240,14544,1724,Biden
Virginia,Bristol city,2313,5347,146,Trump
Virginia,Buena Vista city,825,1863,88,Biden
Virginia,Charlottesville city,20696,3094,415,Trump
Virginia,Chesapeake city,66377,58180,2551,Biden
Virginia,Colonial Heights city,2972,6007,167,Trump
Virginia,Covington city,964,1580,59,Biden
Virginia,Danville city,11710,7428,251,Trump
Virginia,Emporia city,1612,754,15,Trump
Virginia,Fairfax city,9174,4007,302,Biden
Virginia,Falls Church city,7146,1490,183,Biden
Virginia,Franklin city,2525,1487,46,Biden
Virginia,Fredericksburg city,8517,4037,308,Biden
Virginia,Galax city,777,1838,23,Biden
Virginia,Hampton city,46220,18430,1251,Biden
Virginia,Harrisonburg city,11022,5591,473,Trump
Virginia,Hopewell city,5430,4020,158,Biden
Virginia,Lexington city,1791,906,65,Trump
Virginia,Lynchburg city,18048,17097,1218,Biden
Virginia,Manassas city,10356,6256,356,Trump
Virginia,Manassas Park city,3992,1979,116,Biden
Virginia,Martinsville city,3766,2165,82,Biden
Virginia,Newport News city,53099,26377,1727,Biden
Virginia,Norfolk city,64440,23443,1998,Biden
Virginia,Norton city,464,1109,28,Biden
Virginia,Petersburg city,12389,1584,145,Trump
Virginia,Poquoson city,2054,5605,198,Trump
Virginia,Portsmouth city,30948,12755,879,Biden
Virginia,Radford city,3358,2786,176,Biden
Virginia,Richmond city,92175,16603,2381,Biden
Virginia,Roanoke city,26773,15607,943,Biden
Virginia,Salem city,5148,7683,220,Trump
Virginia,Staunton city,6981,5695,314,Biden
Virginia,Suffolk city,28676,20082,884,Biden
Virginia,Virginia Beach city,117393,105087,5081,Biden
Virginia,Waynesboro city,4961,5507,249,Trump
Virginia,Williamsburg city,4790,1963,130,Biden
Virginia,Winchester city,6610,5221,275,Biden
Washington,Adams,1814,3907,141,Trump
Washington,Asotin,4250,7319,382,Trump
Washington,Benton,38706,60365,3962,Trump
Washington,Chelan,19349,22746,1211,Trump
Washington,Clallam,24721,23062,1481,Biden
Washington,Clark,140324,126303,8776,Biden
Washington,Columbia,668,1754,73,Biden
Washington,Cowlitz,23938,34424,1918,Trump
Washington,Douglas,7811,12955,542,Biden
Washington,Ferry,1486,2771,110,Trump
Washington,Franklin,13340,18039,1025,Trump
Washington,Garfield,366,1069,54,Biden
Washington,Grant,11819,24764,1097,Trump
Washington,Grays Harbor,17354,19877,1210,Trump
Washington,Island,29213,22746,1966,Biden
Washington,Jefferson,17204,6931,657,Trump
Washington,King,907310,269167,34030,Biden
Washington,Kitsap,90277,61563,6832,Biden
Washington,Kittitas,11421,14105,838,Trump
Washington,Klickitat,5959,7237,364,Trump
Washington,Lewis,14520,29391,1398,Trump
Washington,Lincoln,1713,5150,170,Trump
Washington,Mason,17269,18710,1324,Trump
Washington,Okanogan,8900,11840,542,Biden
Washington,Pacific,6794,6953,317,Trump
Washington,Pend Oreille,2593,5728,232,Trump
Washington,Pierce,249506,197730,16845,Biden
Washington,San Juan,9725,3057,415,Biden
Washington,Skagit,38252,32762,2409,Biden
Washington,Skamania,3192,3885,235,Trump
Washington,Snohomish,256728,166428,15640,Biden
Washington,Spokane,135765,148576,11089,Trump
Washington,Stevens,7839,19808,783,Biden
Washington,Thurston,96608,65277,6249,Biden
Washington,Wahkiakum,1165,1741,75,Trump
Washington,Walla Walla,13690,16400,1171,Trump
Washington,Whatcom,83660,50489,4471,Biden
Washington,Whitman,11184,9067,875,Trump
Washington,Yakima,43179,50555,2459,Trump
West Virginia,Barbour,1457,5116,104,Trump
West Virginia,Berkeley,17186,33279,1070,Trump
West Virginia,Boone,2041,6816,155,Trump
West Virginia,Braxton,1457,4120,87,Trump
West Virginia,Brooke,2947,7545,164,Trump
West Virginia,Cabell,14994,21721,645,Trump
West Virginia,Calhoun,568,2364,39,Biden
West Virginia,Clay,641,2679,45,Biden
West Virginia,Doddridge,435,2619,47,Biden
West Virginia,Fayette,5063,11580,219,Biden
West Virginia,Gilmer,599,2012,51,Biden
West Virginia,Grant,607,4871,31,Biden
West Virginia,Greenbrier,4655,10925,270,Biden
West Virginia,Hampshire,1939,8033,114,Trump
West Virginia,Hancock,3790,9806,204,Trump
West Virginia,Hardy,1381,4859,91,Trump
West Virginia,Harrison,9215,20683,567,Biden
West Virginia,Jackson,3207,10093,208,Biden
West Virginia,Jefferson,12127,15033,543,Trump
West Virginia,Kanawha,34344,46398,1502,Trump
West Virginia,Lewis,1538,5782,137,Trump
West Virginia,Lincoln,1711,6012,107,Trump
West Virginia,Logan,2333,10534,159,Biden
West Virginia,McDowell,1333,5148,46,Trump
West Virginia,Marion,8901,16300,593,Biden
West Virginia,Marshall,3455,10435,190,Biden
West Virginia,Mason,2526,8491,186,Trump
West Virginia,Mercer,5556,19237,341,Biden
West Virginia,Mineral,2660,10040,172,Biden
West Virginia,Mingo,1397,8544,81,Trump
West Virginia,Monongalia,20282,20803,987,Trump
West Virginia,Monroe,1345,5068,77,Trump
West Virginia,Morgan,1998,6537,160,Trump
West Virginia,Nicholas,2226,8279,125,Trump
West Virginia,Ohio,7223,12354,321,Biden
West Virginia,Pendleton,820,2782,57,Biden
West Virginia,Pleasants,699,2742,50,Biden
West Virginia,Pocahontas,1047,2895,66,Trump
West Virginia,Preston,3163,11190,219,Biden
West Virginia,Putnam,7878,20034,589,Biden
West Virginia,Raleigh,7982,24673,451,Biden
West Virginia,Randolph,3362,8673,165,Trump
West Virginia,Ritchie,586,3649,48,Biden
West Virginia,Roane,1455,4213,95,Trump
West Virginia,Summers,1448,4074,63,Trump
West Virginia,Taylor,1796,5477,110,Trump
West Virginia,Tucker,938,2841,65,Biden
West Virginia,Tyler,631,3226,65,Biden
West Virginia,Upshur,2256,7771,194,Trump
West Virginia,Wayne,4088,12585,274,Biden
West Virginia,Webster,610,2759,33,Biden
West Virginia,Wetzel,1539,4993,135,Trump
West Virginia,Wirt,466,2134,53,Biden
West Virginia,Wood,10926,27202,634,Trump
West Virginia,Wyoming,1157,7353,82,Trump
Wisconsin,Adams,4329,7362,127,Trump
Wisconsin,Ashland,4801,3841,115,Biden
Wisconsin,Barron,9194,15803,349,Biden
Wisconsin,Bayfield,6147,4617,116,Biden
Wisconsin,Brown,65511,75871,2635,Trump
Wisconsin,Buffalo,2860,4834,122,Trump
Wisconsin,Burnett,3569,6462,110,Trump
Wisconsin,Calumet,12116,18156,502,Trump
Wisconsin,Chippewa,13983,21317,638,Trump
Wisconsin,Clark,4524,10002,372,Biden
Wisconsin,Columbia,16410,16927,532,Trump
Wisconsin,Crawford,3953,4620,122,Trump
Wisconsin,Dane,260185,78800,5806,Trump
Wisconsin,Dodge,16356,31355,725,Trump
Wisconsin,Door,10044,9752,321,Trump
Wisconsin,Douglas,13218,10923,536,Biden
Wisconsin,Dunn,9897,13173,454,Biden
Wisconsin,Eau Claire,31620,25341,1314,Biden
Wisconsin,Florence,781,2133,26,Biden
Wisconsin,Fond du Lac,20588,35754,909,Trump
Wisconsin,Forest,1721,3285,47,Trump
Wisconsin,Grant,10998,14142,468,Trump
Wisconsin,Green,10851,10169,386,Biden
Wisconsin,Green Lake,3344,7168,159,Trump
Wisconsin,Iowa,7828,5909,255,Biden
Wisconsin,Iron,1533,2438,39,Trump
Wisconsin,Jackson,4256,5791,137,Trump
Wisconsin,Jefferson,19904,27208,867,Trump
Wisconsin,Juneau,4746,8749,214,Trump
Wisconsin,Kenosha,42193,44972,1573,Trump
Wisconsin,Kewaunee,3976,7927,192,Trump
Wisconsin,La Crosse,37846,28684,1354,Biden
Wisconsin,Lafayette,3647,4821,87,Trump
Wisconsin,Langlade,3704,7330,131,Trump
Wisconsin,Lincoln,6261,10017,219,Biden
Wisconsin,Manitowoc,16818,27218,793,Trump
Wisconsin,Marathon,30808,44624,1319,Trump
Wisconsin,Marinette,7366,15304,309,Biden
Wisconsin,Marquette,3239,5719,107,Trump
Wisconsin,Menominee,1303,278,9,Trump
Wisconsin,Milwaukee,317270,134357,7344,Biden
Wisconsin,Monroe,8433,13775,403,Biden
Wisconsin,Oconto,6715,16226,274,Biden
Wisconsin,Oneida,10105,13671,383,Trump
Wisconsin,Outagamie,47667,58385,1970,Trump
Wisconsin,Ozaukee,26517,33912,1057,Trump
Wisconsin,Pepin,1489,2584,71,Trump
Wisconsin,Pierce,9796,12815,706,Biden
Wisconsin,Polk,9370,16611,390,Biden
Wisconsin,Portage,20428,19299,876,Biden
Wisconsin,Price,3032,5394,120,Trump
Wisconsin,Racine,50159,54479,1813,Trump
Wisconsin,Richland,3995,4871,148,Trump
Wisconsin,Rock,46658,37138,1564,Biden
Wisconsin,Rusk,2517,5257,112,Trump
Wisconsin,St. Croix,23190,32199,1318,Trump
Wisconsin,Sauk,18108,17493,602,Biden
Wisconsin,Sawyer,4498,5909,103,Trump
Wisconsin,Shawano,7131,15173,311,Biden
Wisconsin,Sheboygan,27101,37609,1301,Trump
Wisconsin,Taylor,2693,7657,336,Trump
Wisconsin,Trempealeau,6285,8833,262,Trump
Wisconsin,Vernon,7457,8218,248,Trump
Wisconsin,Vilas,5903,9261,205,Trump
Wisconsin,Walworth,22789,33851,960,Trump
Wisconsin,Washburn,3867,6334,177,Trump
Wisconsin,Washington,26650,60237,1183,Trump
Wisconsin,Waukesha,103906,159649,4441,Trump
Wisconsin,Waupaca,9703,18952,475,Biden
Wisconsin,Waushara,4388,9016,164,Trump
Wisconsin,Winnebago,44060,47796,2176,Trump
Wisconsin,Wood,16365,24308,625,Trump
Wyoming,Albany,9092,8579,946,Biden
Wyoming,Big Horn,788,4806,158,Biden
Wyoming,Campbell,1935,16975,656,Biden
Wyoming,Carbon,1427,5014,223,Trump
Wyoming,Converse,861,5917,192,Biden
Wyoming,Crook,378,3651,90,Biden
Wyoming,Fremont,5519,12007,585,Biden
Wyoming,Goshen,1203,4878,160,Trump
Wyoming,Hot Springs,482,1999,96,Biden
Wyoming,Johnson,897,3881,136,Biden
Wyoming,Laramie,15217,27891,1874,Trump
Wyoming,Lincoln,1509,8643,316,Trump
Wyoming,Natrona,8530,25271,1401,Biden
Wyoming,Niobrara,155,1118,35,Biden
Wyoming,Park,3410,12813,494,Biden
Wyoming,Platte,890,3898,135,Biden
Wyoming,Sheridan,4043,11843,542,Biden
Wyoming,Sublette,882,3957,131,Biden
Wyoming,Sweetwater,3823,12229,551,Biden
Wyoming,Teton,9848,4341,488,Biden
Wyoming,Uinta,1591,7496,315,Trump
Wyoming,Washakie,651,3245,116,Biden
Wyoming,Weston,360,3107,75,Biden
Alabama,Cherokee,1624,10583,94,Biden
Alabama,Chilton,3073,16085,152,Biden
Alabama,Choctaw,3127,4296,41,Trump
Alabama,Clarke,5755,7324,56,Trump
Alabama,Clay,1267,5601,62,Trump
Alabama,Cleburne,675,6484,68,Biden
Alabama,Coffee,5076,16899,300,Biden
Alabama,Colbert,8343,19203,340,Biden
Alabama,Conecuh,2966,3442,33,Trump
Alabama,Coosa,1796,3631,52,Trump
Alabama,Autauga,7503,19838,429,Biden
Alabama,Covington,2721,14586,123,Biden
Alabama,Crenshaw,1700,4864,53,Trump
Alabama,Cullman,4478,36880,493,Biden
Alabama,Dale,5170,14303,265,Biden
Alabama,Dallas,12230,5524,110,Trump
Alabama,DeKalb,4281,24767,308,Biden
Alabama,Elmore,10367,30164,499,Trump
Alabama,Escambia,4918,10869,123,Biden
Alabama,Etowah,11567,35528,633,Trump
Alabama,Fayette,1395,7300,71,Trump
Alabama,Baldwin,24578,83544,1557,Trump
Alabama,Franklin,2086,10376,116,Biden
